Id,OwnerUserId,CreationDate,ParentId,Score,Body
1235,173,2008-08-04T13:43:54Z,1160,3,"<p>I have written a NAnt build file that handles parsing SVN information and creating properties. I then use those property values for a variety of build tasks, including setting the label on the build. I use this target combined with the SVN Revision Labeller mentioned by lubos hasko with great results.</p>

<pre><code>&lt;target name=""svninfo"" description=""get the svn checkout information""&gt;<br>    &lt;property name=""svn.infotempfile"" value=""${build.directory}\svninfo.txt"" /&gt;<br>    &lt;exec program=""${svn.executable}"" output=""${svn.infotempfile}""&gt;<br>        &lt;arg value=""info"" /&gt;<br>    &lt;/exec&gt;<br>    &lt;loadfile file=""${svn.infotempfile}"" property=""svn.info"" /&gt;<br>    &lt;delete file=""${svn.infotempfile}"" /&gt;<br><br>    &lt;property name=""match"" value="""" /&gt;<br><br>    &lt;regex pattern=""URL: (?'match'.*)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.url"" value=""${match}""/&gt;<br><br>    &lt;regex pattern=""Repository Root: (?'match'.*)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.repositoryroot"" value=""${match}""/&gt;<br><br>    &lt;regex pattern=""Revision: (?'match'\d+)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.revision"" value=""${match}""/&gt;<br><br>    &lt;regex pattern=""Last Changed Author: (?'match'\w+)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.lastchangedauthor"" value=""${match}""/&gt;<br><br>    &lt;echo message=""URL: ${svn.info.url}"" /&gt;<br>    &lt;echo message=""Repository Root: ${svn.info.repositoryroot}"" /&gt;<br>    &lt;echo message=""Revision: ${svn.info.revision}"" /&gt;<br>    &lt;echo message=""Last Changed Author: ${svn.info.lastchangedauthor}"" /&gt;<br>&lt;/target&gt;<br></code></pre>"
1320,312,2008-08-04T15:12:37Z,1300,4,"<p>In my opinion it is more a question of personal preference.  nAnt is a great framework and MSBuild is almost as capable.  With the ability to easily develop custom tasks (in both frameworks) you can accomplish almost anything that you need to do.</p>

<p>I cannot answer the ""still supported"" portion of your questions, but I would say if you are already comfortable with nAnt then it's probably viable.  If you (or someone in your group) is familiar with MSBuild then that is a fine way to go as well.</p>"
1347,17,2008-08-04T15:37:31Z,1300,0,"<p>Honestly it depends on what fits in to your environment better.  If you are using a lot of Non-Microsoft tools, nunit, ccnet, ncover.  You will probably find better support with nant.  Alternatively if you are using MSTest, TFSBuild, you will probably find MSBuild a better environment.  I would learn both and use which every fits more smoothly with your environment.</p>"
1364,35,2008-08-04T15:52:42Z,1300,2,"<p>If you've already got a bunch of custom tasks you use with nAnt, stick with it - you don't gain much with MSBuild.  That said, there doesn't seem to be anything that nAnt can do that MSBuild can't at its core.  Both can call external tools, both can run .Net-based custom tasks, and both have a bunch of community tasks out there.</p>

<p>We're using MSBuild here for the same reason you are - it's the default build system for VS now, and we didn't have any nAnt-specific stuff to worry about.</p>

<p>The <a href=""http://msbuildtasks.tigris.org/"" rel=""nofollow"">MSBuildCommunityTasks</a> are a good third-party task base to start with, and covers most of the custom stuff I ever did in nAnt, including VSS and Subversion support.</p>"
1394,91,2008-08-04T16:38:03Z,1390,16,"<p>Not sure how credible <a href=""http://www.builderau.com.au/program/windows/soa/Getting-started-with-Windows-Server-2008-Core-edition/0,339024644,339288700,00.htm"">this source is</a>, but:</p>

<blockquote>
  <p>The Windows Server 2008 Core edition can:</p>
  
  <ul>
  <li><p>Run the file server role.</p></li>
  <li><p>Run the Hyper-V virtualization server role.</p></li>
  <li><p>Run the Directory Services role.</p></li>
  <li><p>Run the DHCP server role.</p></li>
  <li><p>Run the IIS Web server role.</p></li>
  <li><p>Run the DNS server role.</p></li>
  <li><p>Run Active Directory Lightweight Directory Services.</p></li>
  <li><p>Run the print server role.</p></li>
  </ul>
  
  <p>The Windows Server 2008 Core edition cannot:</p>
  
  <ul>
  <li><p>Run a SQL Server.</p></li>
  <li><p>Run an Exchange Server.</p></li>
  <li><p>Run Internet Explorer.</p></li>
  <li><p>Run Windows Explorer.</p></li>
  <li><p>Host a remote desktop session.</p></li>
  <li><p>Run MMC snap-in consoles locally.</p></li>
  </ul>
</blockquote>"
1446,307,2008-08-04T17:38:59Z,580,2,"<p>Using SMO/DMO, it isn't too difficult to generate a script of your schema.  Data is a little more fun, but still doable.</p>

<p>In general, I take ""Script It"" approach, but you might want to consider something along these lines:</p>

<ul>
<li>Distinguish between Development and Staging, such that you can Develop with a subset of data ... this I would create a tool to simply pull down some production data, or generate fake data where security is concerned.</li>
<li>For team development, each change to the database will have to be coordinated amongst your team members.  Schema and data changes can be intermingled, but a single script should enable a given feature.  Once all your features are ready, you bundle these up in a single SQL file and run that against a restore of production.</li>
<li>Once your staging has cleared acceptance, you run the single SQL file again on the production machine.</li>
</ul>

<p>I have used the Red Gate tools and they are <strong>great</strong> tools, but if you can't afford it, building the tools and working this way isn't too far from the ideal.</p>"
1464,26,2008-08-04T18:00:50Z,580,5,"<p>Like Rob Allen, I use SQL Compare / Data Compare by Redgate. I also use the Database publishing wizard by Microsoft. I also have a console app I wrote in C# that takes a sql script and runs it on a server. This way you can run large scripts with 'GO' commands in it from a command line or in a batch script.</p>

<p>I use Microsoft.SqlServer.BatchParser.dll and Microsoft.SqlServer.ConnectionInfo.dll libraries in the console application.</p>
"
1550,313,2008-08-04T19:51:49Z,650,0,"<p>Some time ago I wrote a quick and dirty exe that would update the version #'s in an assemblyinfo.{cs/vb} - I also have used rxfind.exe (a simple and powerful regex-based search replace tool) to do the update from a command line as part of the build process.  A couple of other helpfule hints:</p>

<ol>
<li>separate the assemblyinfo into product parts (company name, version, etc.) and assembly specific parts (assembly name etc.).  See <a href=""http://blog.darrenstokes.com/2007/12/17/ease-versioning-multiple-assemblies-by-splitting-up-assemblyinfo/"" rel=""nofollow"">here</a></li>
<li>Also - i use subversion, so I found it helpful to set the build number to subversion revision number thereby making it really easy to always get back to the codebase that generated the assembly (e.g. 1.4.100.1502 was built from revision 1502).</li>
</ol>"
1617,173,2008-08-04T21:46:01Z,1600,6,"<p>It is possible to skip the step of creating the empty database. You can create the new database as part of the restore process.</p>

<p>This is actually the easiest and best way I know of to clone a database. You can eliminate errors by scripting the backup and restore process rather than running it through the SQL Server Management Studio</p>

<p>There are two other options you could explore:</p>

<ol>
<li>Detach the database, copy the .mdf file and re-attach.</li>
<li>Use SQL Server Integration Services (SSIS) to copy all the objects over</li>
</ol>

<p>I suggest sticking with backup and restore and automating if necessary.</p>"
1621,224,2008-08-04T21:54:18Z,1610,51,"<P>You can not do this programatically (in a safe way that is) without creating a new table. </P>
<P>What Enterprise Manager does when you commit a reordering is to create a new table, move the data and then delete the old table and rename the new table to the existing name. </P>
<P>If you want your columns in a particular order/grouping without altering their physical order, you can create a view which can be whatever you desire.</P>"
1624,192,2008-08-04T22:00:53Z,1610,1,"<p>When Management Studio does it, it's creating a temporary table, copying everything across, dropping your original table and renaming the temporary table.  There's no simple equivalent T-SQL statement.</p>

<p>If you don't fancy doing that, you could always create a view of the table with the columns in the order you'd like and use that?</p>

<p>Edit: beaten!</p>"
1646,225,2008-08-04T22:18:05Z,1600,4,"<p>Here's a dynamic sql script I've used in the past.  It can be further modified but it will give you the basics.  I prefer scripting it to avoid the mistakes you can make using the Management Studio:</p>

<pre><code><br>Declare @OldDB varchar(100)<br>Declare @NewDB varchar(100)<br>Declare @vchBackupPath varchar(255)<br>Declare @query varchar(8000)<br><br><br>/*Test code to implement <br>Select @OldDB = 'Pubs'<br>Select @NewDB = 'Pubs2'<br>Select @vchBackupPath = '\\dbserver\C$\Program Files\Microsoft SQL Server\MSSQL.1\MSSQL\Backup\pubs.bak'<br>*/<br><br>SET NOCOUNT ON;<br><br>Select @query = 'Create Database ' + @NewDB<br>exec(@query)<br><br>Select @query = '<br>Declare @vBAKPath varchar(256)<br>declare @oldMDFName varchar(100)<br>declare @oldLDFName varchar(100)<br>declare @newMDFPath varchar(100)<br>declare @newLDFPath varchar(100)<br>declare @restQuery varchar(800)<br><br>select @vBAKPath = ''' + @vchBackupPath + '''<br>select @oldLDFName = name from ' + @OldDB +'.dbo.sysfiles where filename like ''%.ldf%''<br>select @oldMDFName = name from  ' + @OldDB +'.dbo.sysfiles where filename like ''%.mdf%''<br>select @newMDFPath = physical_name from ' + @NewDB +'.sys.database_files where type_desc = ''ROWS''<br>select @newLDFPath = physical_name from ' + @NewDB +'.sys.database_files where type_desc = ''LOG''<br><br>select @restQuery = ''RESTORE DATABASE ' + @NewDB + <br>' FROM DISK = N'' + '''''''' + @vBAKpath + '''''''' + <br>'' WITH MOVE N'' + '''''''' + @oldMDFName + '''''''' +  <br>'' TO N'' + '''''''' + @newMDFPath + '''''''' +  <br>'', MOVE N'' + '''''''' + @oldLDFName + '''''''' +  <br>'' TO N'' + '''''''' + @newLDFPath + '''''''' +  <br>'', NOUNLOAD, REPLACE, STATS = 10''<br><br>exec(@restQuery)<br>--print @restQuery'<br><br><br>exec(@query)<br><br><br><br><br><br></code></pre>"
